artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,comethru,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,73,"['electropop', 'pop']",78,"[""['electropop',"", ""'pop']""]",low,Neutral
Kanishk Seth,0DXfJ2iKRDEG7rPgssWFea,"Rangisari (From ""Jugjugg Jeeyo"")",0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,60,"['hindi indie', 'indian indie']",70,"[""['hindi"", ""indie',"", ""'indian"", ""indie']""]",low,Neutral
Kaifi Khalil,4VsP4Dm8gsibRxB5I2hEkw,Kahani Suno 2.0,0.577,0.379,11,-13.235,1,0.0374,0.909,0.000586,0.0986,0.26,139.585,69,['balochi pop'],85,"[""['balochi"", ""pop']""]",low,Neutral
Pritam,6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")",0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,88,"['filmi', 'indian instrumental', 'modern bollywood']",81,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",low,Neutral
Tanishk Bagchi,2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")",0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,80,"['desi pop', 'modern bollywood']",78,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Pritam,2ZD4aIEepqZsdxPxLSuUhm,Tere Pyaar Mein,0.679,0.748,9,-5.487,0,0.054,0.111,0.0,0.183,0.406,118.945,88,"['filmi', 'indian instrumental', 'modern bollywood']",82,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",low,Neutral
Mohit Chauhan,7mSzDKajY2wUtstQSLdzMK,Rang Lageya,0.651,0.503,4,-8.729,1,0.0261,0.504,0.0,0.469,0.58,108.014,75,"['desi pop', 'filmi', 'modern bollywood']",74,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Denny,04ChFQZCKl2yRcvc0VR7qN,Chale Jaana Phir,0.59,0.458,5,-7.844,0,0.0266,0.379,1.82e-05,0.3,0.195,93.996,40,[],35,['[]'],low,Neutral
Pritam,4Hv055xg1SZZgwwGBx8Cr5,"Rasiya (From ""Brahmastra"")",0.54,0.796,4,-7.538,1,0.0521,0.371,0.00165,0.11,0.636,78.99,88,"['filmi', 'indian instrumental', 'modern bollywood']",69,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",low,Neutral
Jasleen Royal,72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")",0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,68,"['desi pop', 'filmi', 'indian singer-songwriter', 'modern bollywood']",78,"[""['desi"", ""pop',"", ""'filmi',"", ""'indian"", ""singer-songwriter',"", ""'modern"", ""bollywood']""]",low,Neutral
Vishal-Shekhar,0CtZpaOhtzvLV3FfcsVpQo,"Besharam Rang (From ""Pathaan"")",0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,78,"['desi pop', 'filmi', 'modern bollywood']",82,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
King,1418IuVKQPTYqt7QNJ9RXN,Maan Meri Jaan,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,76,['hindi hip hop'],86,"[""['hindi"", 'hip', ""hop']""]",low,Neutral
Manan Bhardwaj,6CTN8S2qzPwZdwwp0Nugvy,"Shiddat Title Track (From ""Shiddat"")",0.489,0.625,9,-6.497,0,0.0584,0.288,0.0,0.133,0.439,149.921,61,"['desi pop', 'modern bollywood']",61,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Kaushik-Guddu,043SPVu75TXbs94ZfM9dfn,"Dil (From ""Ek Villain Returns"")",0.573,0.515,1,-7.227,0,0.0345,0.826,0.0,0.103,0.306,119.95,55,['modern bollywood'],71,"[""['modern"", ""bollywood']""]",low,Neutral
Vicky sandhu,1XySdUfY6OWd9aP8dIBqlc,Baarish Ki,0.594,0.614,8,-7.935,0,0.042,0.633,0.0,0.136,0.521,130.042,35,[],31,['[]'],low,Neutral
Guru Randhawa,3oWv5qDKYN7MH6FdlglMN5,Moon Rise,0.756,0.713,3,-6.91,0,0.122,0.365,0.000153,0.228,0.597,92.039,71,"['desi hip hop', 'desi pop', 'modern bollywood']",78,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Tanishk Bagchi,45C7tXCrmp3R5E65XUtLLj,"Jehda Nasha (From ""An Action Hero"")",0.881,0.676,1,-4.76,1,0.0812,0.0848,0.000387,0.0693,0.843,119.965,80,"['desi pop', 'modern bollywood']",74,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Positive
Armaan Malik,5fjIpQa7O7ttgx64TN9lZR,Kaun Tujhe (Armaan Malik Version),0.492,0.411,2,-9.616,0,0.03,0.749,1.04e-06,0.191,0.187,107.939,75,"['desi pop', 'filmi', 'modern bollywood']",68,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Vishal Mishra,5w0Xpt2YHT2Y3z3e4UUJP7,Kaise Hua,0.37,0.467,2,-6.973,1,0.0411,0.442,0.0,0.109,0.162,137.796,70,"['desi pop', 'modern bollywood']",71,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Ayushmann Khurrana,3qrdLVOClRU4yPkcXZ7c5u,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",0.701,0.638,6,-3.711,1,0.302,0.492,0.0,0.153,0.813,177.867,63,"['desi pop', 'filmi', 'modern bollywood']",72,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",high,Negative
Mithoon,7I6mwEFQwpTu5ciVZWFpd4,"Aashiqui Aa Gayi(From ""Radhe Shyam"")",0.527,0.495,10,-7.783,0,0.0353,0.587,0.0,0.127,0.474,122.826,69,"['desi pop', 'filmi', 'modern bollywood']",64,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Tulsi Kumar,3Rvdqwgbr3rryZkNRrItt3,Is Qadar,0.671,0.904,6,-2.736,0,0.0506,0.514,3.23e-05,0.0642,0.811,90.971,72,"['desi pop', 'filmi', 'modern bollywood']",61,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Payal Dev,3sFlG5sYt712TtjvWM8Ocb,Baarish Ban Jaana,0.553,0.866,5,-4.698,0,0.0514,0.12,0.0,0.228,0.719,79.953,67,"['desi pop', 'modern bollywood']",56,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Badshah,2NTVtNcpC0i1R7LVGaCZCF,Jugnu,0.716,0.803,10,-5.14,0,0.0445,0.03,0.0,0.0817,0.325,124.961,76,"['desi hip hop', 'desi pop', 'desi trap', 'modern bollywood']",73,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'desi"", ""trap',"", ""'modern"", ""bollywood']""]",low,Neutral
Rito Riba,3wwLWFRLiReDf5AqgmAJwT,Heer Ranjha,0.576,0.72,9,-3.842,1,0.0409,0.438,0.0,0.0814,0.6,140.031,60,['arunachal indie'],75,"[""['arunachal"", ""indie']""]",low,Neutral
Armaan Malik,0ojpEubhy4JNeVftmVuiN7,Pehla Pyaar,0.607,0.713,4,-5.105,1,0.03,0.56,4.98e-05,0.101,0.611,124.868,75,"['desi pop', 'filmi', 'modern bollywood']",76,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Mithoon,7eNSk0grNnO7MqjLZzs6MM,Fitoor,0.516,0.481,0,-9.234,1,0.0433,0.819,2.87e-06,0.0893,0.212,138.997,69,"['desi pop', 'filmi', 'modern bollywood']",70,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Pritam,72s1xrc7E27aATdCMbFMC6,"Shayad (Film Version) - From ""Love Aaj Kal""",0.345,0.508,8,-7.595,1,0.0358,0.912,0.00138,0.101,0.287,135.21,88,"['filmi', 'indian instrumental', 'modern bollywood']",49,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",high,Positive
Jammy Weirdo,3iYQtTFOrrCBhCY2gxFEsh,Jashne Bahara - Lofi Flip,0.701,0.278,6,-13.571,0,0.0334,0.169,0.000262,0.111,0.116,134.935,46,['indian lo-fi'],0,"[""['indian"", ""lo-fi']""]",low,Neutral
Pritam,0batCl3oepmbTVooSxedEt,"Rahogi Meri (From ""Love Aaj Kal"")",0.468,0.432,0,-7.398,1,0.0242,0.56,0.000111,0.0963,0.273,83.04,88,"['filmi', 'indian instrumental', 'modern bollywood']",45,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",high,Positive
Vishal-Shekhar,5h6uvaNkmWjaRqFgIgs9Nf,Naina,0.617,0.776,0,-4.846,1,0.0381,0.313,0.0,0.086,0.532,133.795,78,"['desi pop', 'filmi', 'modern bollywood']",34,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Vishal-Shekhar,6nrb2Qg1XAQLP7zey9lg1A,Dil Duffer,0.763,0.713,4,-5.741,0,0.0606,0.196,2.84e-06,0.0881,0.696,92.011,78,"['desi pop', 'filmi', 'modern bollywood']",36,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Clinton Cerejo,1qTh7hzjd361hjuzeaMFWK,Hey Ya !,0.799,0.588,7,-9.136,0,0.0302,0.184,2.68e-05,0.0788,0.789,115.087,61,"['filmi', 'modern bollywood']",60,"[""['filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Shankar-Ehsaan-Loy,4BTPzhEsyW3blWcxcuhLM0,Mitwa,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,70,"['desi pop', 'filmi', 'modern bollywood']",67,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Ezu,1fjNwg0NQbePCLhcHKiNFa,Humraah,0.804,0.275,1,-10.052,0,0.0464,0.613,1.14e-05,0.094,0.547,139.024,58,"['desi hip hop', 'desi pop']",0,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop']""]",low,Neutral
Vishal-Shekhar,2H9SvhMVXSYPxxkQgzkTKp,Hey Shona,0.657,0.601,6,-8.668,0,0.0374,0.125,0.0252,0.0885,0.89,75.004,78,"['desi pop', 'filmi', 'modern bollywood']",55,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Pritam,11PgL2XjsTBszhAPqttBJS,Raabta (Kehte Hain Khuda Ne),0.69,0.427,4,-6.831,1,0.0269,0.866,0.0,0.11,0.459,110.938,88,"['filmi', 'indian instrumental', 'modern bollywood']",57,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",low,Neutral
Shankar-Ehsaan-Loy,0u8wprNfOdcWpUlWnfMcpP,Bol Na Halke Halke,0.637,0.573,11,-6.69,0,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,70,"['desi pop', 'filmi', 'modern bollywood']",68,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Goldie Sohel,1Oyfarj5ipZwEup8DUM7hA,Aaj Sajeya,0.641,0.57,7,-10.111,1,0.0665,0.883,0.00177,0.161,0.569,79.931,55,[],55,['[]'],low,Neutral
VICKY SINGH,4sTUbc8AS0XSMWc23Px7Aq,Kya Mujhe Pyaar Hai - Lofi Mix,0.523,0.395,6,-13.875,0,0.0314,0.81,0.136,0.265,0.173,89.963,34,['indian lo-fi'],0,"[""['indian"", ""lo-fi']""]",low,Neutral
Asim Azhar,5mnvugwfFYnJm9zuyGkgqF,"Ghalat Fehmi - From ""Superstar""",0.758,0.588,11,-7.777,0,0.091,0.608,9.3e-05,0.189,0.796,134.014,61,"['desi pop', 'modern bollywood', 'pakistani pop']",64,"[""['desi"", ""pop',"", ""'modern"", ""bollywood',"", ""'pakistani"", ""pop']""]",low,Neutral
Salim–Sulaiman,7cWnks0lsRtpAi87COOiXK,O Re Piya,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,65,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",73,"[""['desi"", ""pop',"", ""'filmi',"", ""'indian"", ""folk',"", ""'modern"", ""bollywood']""]",low,Neutral
Salim–Sulaiman,5DyYcwMw0f6z3FefXNLOHv,Ishq Hua,0.405,0.745,2,-7.914,0,0.108,0.657,0.00552,0.117,0.751,87.452,65,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",56,"[""['desi"", ""pop',"", ""'filmi',"", ""'indian"", ""folk',"", ""'modern"", ""bollywood']""]",low,Neutral
Shafqat Amanat Ali,163jamCc6vC1HQKpbu2jxC,Darmiyaan,0.569,0.45,7,-9.732,1,0.03,0.671,0.000334,0.0907,0.423,143.847,65,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi']",66,"[""['classic"", 'pakistani', ""pop',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'pakistani"", ""pop',"", ""'sufi']""]",low,Neutral
Salim–Sulaiman,0YdqJvzskkaZojiWkZTMCa,Fatal Attraction,0.59,0.758,0,-6.515,0,0.0382,0.0252,0.584,0.341,0.228,129.939,65,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",37,"[""['desi"", ""pop',"", ""'filmi',"", ""'indian"", ""folk',"", ""'modern"", ""bollywood']""]",low,Neutral
Salim–Sulaiman,5NpmzFJuPJr6tHVGlJlSeE,Mitra,0.612,0.604,0,-8.664,1,0.0226,0.0977,1.34e-05,0.151,0.423,95.003,65,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",38,"[""['desi"", ""pop',"", ""'filmi',"", ""'indian"", ""folk',"", ""'modern"", ""bollywood']""]",low,Neutral
Salim Merchant,2PRLuCoUGWfUpbBo7yWuJd,Khudaya Ve,0.411,0.529,0,-11.178,1,0.0388,0.7,0.00098,0.105,0.521,72.783,63,['modern bollywood'],48,"[""['modern"", ""bollywood']""]",low,Neutral
Shruti Pathak,0ErXZ1NMqOEFGJPQvU9OKF,Mar Jawaan,0.594,0.683,10,-9.278,1,0.0323,0.642,0.14,0.259,0.717,149.894,60,"['filmi', 'modern bollywood']",60,"[""['filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Mohit Chauhan,01npLGQTbZBIHVRcXJbLzR,Kuchh Khaas,0.687,0.419,9,-11.195,0,0.0512,0.687,0.00212,0.0742,0.555,125.008,75,"['desi pop', 'filmi', 'modern bollywood']",61,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Sonu Nigam,6aC88EtcanNc9PD5FJtDbP,Rab Rakha,0.373,0.832,10,-5.669,1,0.208,0.434,5.96e-06,0.0712,0.695,80.773,76,"['desi pop', 'filmi', 'modern bollywood']",57,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Shafqat Amanat Ali,5ZQRgB8QpBppcxY6TOyvrd,Chhayee Hai Tanhayee,0.565,0.494,11,-7.425,0,0.0357,0.702,8.7e-06,0.0976,0.193,129.781,65,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi']",34,"[""['classic"", 'pakistani', ""pop',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'pakistani"", ""pop',"", ""'sufi']""]",low,Neutral
Salim Merchant,2mdrtXvSCmae0ylontlLfD,Rozaana,0.759,0.707,6,-6.554,0,0.0294,0.593,1.98e-05,0.109,0.647,105.044,63,['modern bollywood'],33,"[""['modern"", ""bollywood']""]",low,Neutral
Vishal-Shekhar,1hQia6rxgfM1ly2hE3StWp,Ishq Wala Love,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,78,"['desi pop', 'filmi', 'modern bollywood']",73,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",high,Positive
Monty Sharma,0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,0.599,0.653,0,-7.576,0,0.122,0.362,0.0,0.144,0.678,79.968,52,"['desi pop', 'filmi', 'modern bollywood']",65,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Jatin-Lalit,5EYZZvmNAH5VZCwuzYJqoA,Chand Sifarish,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,67,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",72,"[""['afghan"", ""pop',"", ""'chutney',"", ""'classic"", ""bollywood',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Pritam,6ocOeSjnWPcSTaSsi0zIdY,Aao Milo Chalo,0.504,0.787,7,-5.948,0,0.0605,0.412,0.0,0.323,0.49,114.772,88,"['filmi', 'indian instrumental', 'modern bollywood']",66,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",low,Neutral
Jatin-Lalit,6oUK2k9OJ0WvmVveyauFB7,Mere Haath Mein,0.554,0.606,1,-12.312,1,0.0722,0.578,0.000183,0.11,0.584,93.922,67,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",65,"[""['afghan"", ""pop',"", ""'chutney',"", ""'classic"", ""bollywood',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",high,Negative
Atif Aslam,6g0HHWLJwfe2PlbgHi8pBj,Be Intehaan,0.56,0.696,7,-5.583,1,0.0473,0.535,0.0,0.325,0.39,128.849,78,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",64,"[""['classic"", 'pakistani', ""pop',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'sufi']""]",low,Neutral
Sonu Nigam,3WVHfTd7xz9VPYJQFpOp8j,Main Agar Kahoon,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,76,"['desi pop', 'filmi', 'modern bollywood']",65,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",medium,Positive
Darshan Raval,1BIhaVQCbMqFkvzWXdTaqy,Judaiyaan,0.491,0.386,1,-9.197,0,0.0298,0.877,0.0,0.0854,0.134,107.878,74,"['desi pop', 'gujarati pop', 'modern bollywood']",54,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Atif Aslam,3t3wsY5IdLVzB9WidegJSU,Jeene Laga Hoon,0.533,0.732,7,-7.901,0,0.0424,0.166,0.000189,0.138,0.554,90.315,78,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",67,"[""['classic"", 'pakistani', ""pop',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'sufi']""]",low,Neutral
Darshan Raval,64r6z0P3RnhpTGdkA7p5Os,Ek Tarfa,0.48,0.615,2,-6.006,0,0.0328,0.547,0.0,0.139,0.33,79.948,74,"['desi pop', 'gujarati pop', 'modern bollywood']",70,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,2XXea7eZyOyQWHHs4s7yI2,Ek Tarfa - Reprise,0.32,0.453,1,-9.537,0,0.0329,0.889,2.6e-06,0.1,0.444,72.424,74,"['desi pop', 'gujarati pop', 'modern bollywood']",65,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,34ppgPuSUgKIqUIBT26ulf,Saari Ki Saari 2.0,0.309,0.354,4,-8.894,1,0.0256,0.83,3.15e-05,0.0684,0.2,83.958,74,"['desi pop', 'gujarati pop', 'modern bollywood']",54,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,7pmY8QjqZP8GRV6qBRpheu,Bhula Dunga,0.521,0.583,0,-7.927,0,0.0399,0.692,6.32e-06,0.198,0.311,155.928,74,"['desi pop', 'gujarati pop', 'modern bollywood']",58,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,0rMeOAvbQZ2RTG4B6L1M4p,Asal Mein,0.656,0.551,8,-6.43,1,0.0299,0.721,1.26e-06,0.0947,0.329,114.106,74,"['desi pop', 'gujarati pop', 'modern bollywood']",73,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,1L3Nsi7YXtBxTdnbqektia,Hawa Banke,0.625,0.598,7,-6.6,0,0.0373,0.616,0.0,0.299,0.5,90.078,74,"['desi pop', 'gujarati pop', 'modern bollywood']",72,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,32IjXlRFxNtJ4eMhKAUrSX,Kaash Aisa Hota,0.449,0.391,7,-9.559,0,0.0312,0.851,0.0,0.106,0.266,74.856,74,"['desi pop', 'gujarati pop', 'modern bollywood']",65,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Jatin-Lalit,7hP7Tyx5t35TUogoc59tsk,"Hum Tum (From ""Hum Tum"")",0.451,0.681,4,-8.113,1,0.0517,0.38,0.000483,0.0818,0.568,163.825,67,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",19,"[""['afghan"", ""pop',"", ""'chutney',"", ""'classic"", ""bollywood',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Vishal-Shekhar,7IuER6pfKB8Ip5vu2yF0dd,"Hey Shona (From ""Ta Ra Rum Pum"")",0.657,0.602,6,-8.668,0,0.0373,0.126,0.0265,0.0893,0.89,75.007,78,"['desi pop', 'filmi', 'modern bollywood']",22,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
A.R. Rahman,19A6pOtme8zT8xVZOKJVLP,"Saans (From ""Jab Tak Hai Jaan"")",0.544,0.664,9,-8.297,1,0.0608,0.504,6.91e-06,0.147,0.498,81.981,81,"['filmi', 'modern bollywood']",23,"[""['filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Sachin-Jigar,22kRCQPyNXWZSQEcDvCmGD,Gulabi,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,74,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",63,"[""['desi"", ""pop',"", ""'filmi',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Atif Aslam,6q4GmJDbiZ7viOqLHP76cs,Rang Jo Lagyo,0.479,0.663,2,-6.314,1,0.0489,0.0987,0.0,0.216,0.379,158.107,78,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",61,"[""['classic"", 'pakistani', ""pop',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'sufi']""]",low,Neutral
Atif Aslam,5a11x5PUFvJEadMRqtNtTr,Piya O Re Piya,0.442,0.574,2,-6.394,1,0.0828,0.273,0.0,0.094,0.308,167.857,78,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",67,"[""['classic"", 'pakistani', ""pop',"", ""'desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'sufi']""]",low,Neutral
Sachin-Jigar,3boJs8tx10SQr2nUUm3FAr,"Pyaar Toh Tha (From ""Bala"")",0.565,0.358,8,-8.383,0,0.0338,0.623,0.0,0.11,0.595,90.899,74,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",45,"[""['desi"", ""pop',"", ""'filmi',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Sachin-Jigar,6pe0FG3XseFHT3SaaMw5M5,"Valam (From ""Made in China"")",0.641,0.468,0,-8.068,1,0.0286,0.589,0.0,0.0774,0.301,91.985,74,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",50,"[""['desi"", ""pop',"", ""'filmi',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Ash King,0cWLJcdvM6QlOQ7UJdB4jb,"Nazar Na Lag Jaaye (From ""Stree"")",0.527,0.622,7,-8.172,0,0.0842,0.7,2.82e-06,0.126,0.672,173.709,63,"['desi pop', 'filmi', 'modern bollywood']",62,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Rahat Fateh Ali Khan,2WnpXcXoX1vYvERYG3eKlT,Tere Mast Mast Do Nain,0.627,0.764,8,-6.384,1,0.0582,0.0502,2.25e-05,0.0549,0.907,151.915,73,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",56,"[""['classic"", 'pakistani', ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'qawwali',"", ""'sufi']""]",low,Neutral
Sonu Nigam,5CteVMD0U8C9WbAWvrNgkN,Chori Kiya Re Jiya,0.507,0.585,9,-5.367,1,0.0288,0.475,0.0,0.317,0.449,132.741,76,"['desi pop', 'filmi', 'modern bollywood']",57,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Shaan,3s4mXUOIzkS2hnTVCgt23f,Tere Naina Maar Hi Daalenge,0.686,0.81,2,-4.755,1,0.0399,0.254,0.0,0.138,0.739,122.993,69,"['desi pop', 'filmi', 'modern bollywood']",44,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Benny Dayal,1qtl3vB0uqciZ94g3S6TO7,Besharmi Ki Height,0.708,0.946,7,-4.519,1,0.0434,0.128,0.0,0.559,0.477,130.99,70,"['desi pop', 'filmi', 'modern bollywood']",59,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Rahat Fateh Ali Khan,6MudETKykE31rz3v2DOHa0,Dagabaaz Re,0.595,0.766,7,-9.303,1,0.0551,0.416,0.0,0.115,0.818,145.541,73,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",50,"[""['classic"", 'pakistani', ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'qawwali',"", ""'sufi']""]",low,Neutral
Sajid Khan,73Kwkz2RTEOIVUphRlCZfv,Tera Ishq Bada Teekha,0.711,0.724,6,-4.302,0,0.0284,0.0452,6.42e-05,0.139,0.826,135.011,42,[],41,['[]'],low,Neutral
